Senator|Estimated Holdings|Symbol|Company|Sector|Industry|
Bill Cassidy (R-LA)|$8,200|UPS|United Parcel Service|||
Tom Carper (D-DE)|$8,200|PTMC|Pacer Funds Trust - Pacer Trendpilot 450 ETF|||
Susan Collins (R-ME)|$8,200|AON|Aon plc|Finance|Specialty Insurers|
Doug Jones (D-AL)|$8,200|POSIX|Principal Global Real Estate Securities Fund Insti|||
Doug Jones (D-AL)|$8,200|FREAX|Nuveen Real Estate Securities Fund|||
Sheldon Whitehouse (D-RI)|$8,200|LCMAX|Driehaus Active Income Fund|||
Mike Crapo (R-ID)|$8,100|LSIFX|ClearBridge Aggressive Growth Fund|||
Ron Wyden (D-OR)|$8,100|PELBX|PIMCO Emerging Local Bond Institutional|||
Tom Carper (D-DE)|$8,100|MCD|McDonald's Corp|||
Angus King (D-ME)|$8,100|DODFX|Dodge & Cox International Fund|||
Barbara A Mikulski (D-MD)|$8,100|DODFX|Dodge & Cox International Fund|||
Maria Cantwell (D-WA)|$8,100|DODFX|Dodge & Cox International Fund|||
Sheldon Whitehouse (D-RI)|$8,100|DODFX|Dodge & Cox International Fund|||
Tom Carper (D-DE)|$8,100|CVX|Chevron Corp|||
Tom Carper (D-DE)|$8,100|CB|Chubb Corp|||
Dan Sullivan (R-AK)|$8,000|TSCIX|AMG TimesSquare Small Cap Growth Fund Class Z|||
David Perdue (R-GA)|$8,000|UN|Unilever N.V.|||
Shelley Moore Capito (R-WV)|$8,000|SIEGY|Siemens Aktiengesellschaft|||
Jim Risch (R-ID)|$8,000|BIIEX|Brandes Institutional International Fund|||
Doug Jones (D-AL)|$7,900|ASRYX|Invesco Global Real Estate Y|||
Rob Portman (R-OH)|$7,900|DEM|WisdomTree Emerging Markets Equity Fund|||
Tom Carper (D-DE)|$7,900|WELL|Welltower Inc|||
John Hoeven (R-ND)|$7,800|AMGN|Amgen Inc.|Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|
Gary Peters (D-MI)|$7,800|POM|Pepco Holdings|||
Chuck Grassley (R-IA)|$7,800|WFFAX|Wells Fargo Advantage Intl Value|||
Doug Jones (D-AL)|$7,800|ODMAX|Oppenheimer Developing Markets Fund|||
Thad Cochran (R-MS)|$7,800|EMLC|EMLC - VanEck Vectors JP Morgan EM LC Bd ETF|||
Mark Warner (D-VA)|$7,800|OAKIX|Oakmark International Fund|||
Tom Carper (D-DE)|$7,700|BCX|Blackrock Resource & Commodity Strategy TrustFil|||
Gary Peters (D-MI)|$7,700|OCSI|Fifth Street Senior Floating R|||
Tina Smith (D-MN)|$7,700|FNF|Fidelity|||
Doug Jones (D-AL)|$7,700|SSGSX|Victory Sycamore Small Co Opportunity Fund|||
Angus King (D-ME)|$7,700|COP|ConocoPhillips|||
Gary Peters (D-MI)|$7,700|CLF|Cliffs Natural Resources|||
Tom Carper (D-DE)|$7,700|HBI|Hanesbrands Inc.|||
Shelley Moore Capito (R-WV)|$7,700|CMCSA|Comcast Corporation|Consumer Services|Television Services|
Angus King (D-ME)|$7,700|CMCSA|Comcast Corporation|Consumer Services|Television Services|
Susan Collins (R-ME)|$7,600|BWA|BorgWarner Inc|||
Jerry Moran (R-KS)|$7,600|OXY|Occidental Petroleum|||
Sheldon Whitehouse (D-RI)|$7,600|JAOSX|Janus Overseas I (NASDAQ)|||
Sheldon Whitehouse (D-RI)|$7,600|USB|U.S. Bancorp|||
Shelley Moore Capito (R-WV)|$7,600|TD|The Toronto-Dominion Bank|||
Ed Markey (D-MA)|$7,500|SVVC|Firsthand Technology Value Fund|||
Ted Cruz (R-TX)|$7,500|GIMDX|Goldman Sachs Local Emrg Mkts Debt Institutional|||
Doug Jones (D-AL)|$7,500|AGREX|Invesco Global Real Estate Fund|||
Doug Jones (D-AL)|$7,500|AQMRX|AQR Managed Futures Strategy Fund|||
Thad Cochran (R-MS)|$7,400|KBR|KBR Inc|||
Jack Reed (D-RI)|$7,400|INTC|INTC-Intel Corp|||
Richard Burr (R-NC)|$7,400|PHG|Koninklijke Philips|||
Jerry Moran (R-KS)|$7,400|JPM|JPMorgan Chase & Co|||
David Perdue (R-GA)|$7,400|BK|Bank of New York Mellon|||
Sheldon Whitehouse (D-RI)|$7,400|HPQ|HP Inc.|||
Jack Reed (D-RI)|$7,400|EEM|iShares Emerging Market|||
Dan Sullivan (R-AK)|$7,400|GTCSX|Glenmede Small Cap Equity Fund|||
Pat Roberts (R-KS)|$7,300|DVN|Devon Energy|||
Jerry Moran (R-KS)|$7,300|CVS|CVS Health|||
Angus King (D-ME)|$7,300|PRU|Prudential Financial|||
Tina Smith (D-MN)|$7,200|PIPR|Piper Jaffray Companies|||
John Boozman (R-AR)|$7,100|HON|Honeywell International|||
James M Inhofe (R-OK)|$7,100|DIS|The Walt Disney Co|||
Sheldon Whitehouse (D-RI)|$7,100|CPRI|Michael Kors Holdings Limited (NYSE)|||
Mike Crapo (R-ID)|$7,100|IMLPX|MainGate MLP I|||
Angus King (D-ME)|$7,100|HST|Host Hotels & Resorts|||
John Boozman (R-AR)|$7,100|GEM|Goldman Sachs ETF Tr Activebeta Eme|||
Sheldon Whitehouse (D-RI)|$7,000|ANAVX|AllianzGI NFJ International Value Fund|||
David Perdue (R-GA)|$6,900|EXEL|Exelis Inc|||
David Perdue (R-GA)|$6,900|BP|BP PLC|||
Mike Crapo (R-ID)|$6,900|NFFFX|American Funds New World F2|||
Pat Toomey (R-PA)|$6,900|EEM|iShares Emerging Market|||
Jerry Moran (R-KS)|$6,800|USB|U.S. Bancorp|||
Shelley Moore Capito (R-WV)|$6,800|GILD|Gilead Sciences|||
Sheldon Whitehouse (D-RI)|$6,800|M|Macy's Inc|||
Shelley Moore Capito (R-WV)|$6,700|AXAHY|AXA SA|||
Rob Portman (R-OH)|$6,600|TEFTX|TEFTX - Templeton Foreign C (NASDAQ)|||
Pat Toomey (R-PA)|$6,600|PCY|PowerShares Emerging Markets Sov Dbt ETF|||
Gary Peters (D-MI)|$6,500|GE|GE Capital|||
Tom Carper (D-DE)|$6,500|AA|Alcoa Corporation|Basic Industries|Aluminum|
Richard Burr (R-NC)|$6,500|MCD|McDonald's Corp|||
David Perdue (R-GA)|$6,400|ACA|Arcosa, Inc.|Capital Goods|Metal Fabrications|
Shelley Moore Capito (R-WV)|$6,300|CMPGY|Compass Group PLC|||
Jerry Moran (R-KS)|$6,300|AVT|Avnet, Inc.|Technology|Electronic Components|
Gary Peters (D-MI)|$6,200|JWN|Nordstrom Inc|||
Gary Peters (D-MI)|$6,200|IVZ|Invesco Aim|||
Jerry Moran (R-KS)|$6,200|WMB|Williams Companies|||
Mike Rounds (R-SD)|$6,200|VGELX|Vanguard Energy Fund|||
Tom Carper (D-DE)|$6,200|DRI|Darden Restaurants, Inc.|||
Susan Collins (R-ME)|$6,200|SLB|Schlumberger Ltd|||
David Perdue (R-GA)|$6,100|PBA|Pembina Pipeline Corporation|||
Tom Carper (D-DE)|$5,800|MDT|Medtronic Inc|||
Dick Durbin (D-IL)|$5,700|PFE|Pfizer Inc|||
Shelley Moore Capito (R-WV)|$5,600|BASFY|BASF SE|||
Catherine Cortez Masto (D-NV)|$5,600|UUU|Universal Security Instruments, Inc.|Technology|Electronic Components|
Shelley Moore Capito (R-WV)|$5,600|BMY|Bristol-Myers Squibb|||
Tom Carper (D-DE)|$5,500|BKCC|BlackRock Capital Investment Corporation|||
Shelley Moore Capito (R-WV)|$5,500|STT|State Street Bank & Trust Co|||
Jack Reed (D-RI)|$5,500|NCR|NCR Corp|||
Tom Carper (D-DE)|$5,500|CMTL|Comtech Telecommunications|||
Bill Cassidy (R-LA)|$5,400|EMR|Emerson Electric|||
Steve Daines (R-MT)|$5,400|XLE|Energy Select Sector SPDR ETF|||
Tom Carper (D-DE)|$5,400|HPE|Hewlett-Packard|||
Jerry Moran (R-KS)|$5,200|PFE|Pfizer Inc|||
Tom Carper (D-DE)|$5,200|FPL|First Tr New Opportunity MLP &amp; Energy Fund|||
Jack Reed (D-RI)|$5,200|FDX|FedEx Corp|||
Patty Murray (D-WA)|$5,200|VGELX|Vanguard Energy Fund|||
Angus King (D-ME)|$5,100|HSGFX|Hussman Strategic Growth Fund|||
Shelley Moore Capito (R-WV)|$5,100|WAB|Westinghouse Air Brake Technologies Corporation|||
Shelley Moore Capito (R-WV)|$5,100|F|Ford Motor Co|||
Sheldon Whitehouse (D-RI)|$5,000|WBA|Walgreen Co|||
Sheldon Whitehouse (D-RI)|$5,000|DAL|Delta Air Lines, Inc.|||
Shelley Moore Capito (R-WV)|$4,900|DD|DowDuPont Inc|||
Tom Carper (D-DE)|$4,900|SO|Southern Co|||
Tammy Duckworth (D-IL)|$4,800|DELL|Dell Technologies|||
Ben Cardin (D-MD)|$4,800|XLE|Energy Select Sector SPDR ETF|||
Tom Carper (D-DE)|$4,700|WW|Weight Watchers International, Inc.|||
Tom Carper (D-DE)|$4,700|QLERX|AQR Long-Short Equity|||
Jerry Moran (R-KS)|$4,700|CTL|CenturyLink|||
James M Inhofe (R-OK)|$4,700|BUD|Anheuser-Busch Inbev SA|Consumer Non-Durables|Beverages (Production/Distribution)|
John Boozman (R-AR)|$4,600|DXC|Dxc Technology Co|||
Tammy Duckworth (D-IL)|$4,500|SMCWX|American Funds SMALLCAP World A|||
Thad Cochran (R-MS)|$4,500|RAD|Rite Aid Corp|||
Shelley Moore Capito (R-WV)|$4,500|V|Visa Inc|||
Shelley Moore Capito (R-WV)|$4,400|BUD|Anheuser-Busch Inbev SA|Consumer Non-Durables|Beverages (Production/Distribution)|
Tom Carper (D-DE)|$4,400|BAX|Baxter International|||
Sheldon Whitehouse (D-RI)|$4,300|CRSAX|Credit Suisse Commodity Ret Strat Fund|||
Mark Warner (D-VA)|$4,300|SYK|Concentric Medical Inc|||
James M Inhofe (R-OK)|$4,300|UL|Unilever|||
Angus King (D-ME)|$4,300|AMJ|JPMorgan Alerian MLP Index|||
John Hoeven (R-ND)|$4,300|BA|Boeing Co|||
Tom Carper (D-DE)|$4,200|UA|Under Armour, Inc.|||
Jerry Moran (R-KS)|$4,200|RDS-B|Royal Dutch Shell plc|||
Sheldon Whitehouse (D-RI)|$4,200|MLPI|UBS ETRACS Alerian MLP Infras ETN|||
Sheldon Whitehouse (D-RI)|$4,200|TRIP|TripAdvisor Inc|||
Richard Burr (R-NC)|$4,200|GLIBA|GCI Liberty Inc|||
Shelley Moore Capito (R-WV)|$4,200|AZN|AstraZeneca PLC|||
Tom Carper (D-DE)|$4,100|BKR|Baker Hughes Inc|||
Shelley Moore Capito (R-WV)|$4,100|VTKLY|Vtech Holdings Limited|||
Thad Cochran (R-MS)|$4,100|CIT|CIT Group|||
John Hoeven (R-ND)|$4,100|NOG|Northern Oil and Gas, Inc.|Energy|Oil & Gas Production|
Dianne Feinstein (D-CA)|$4,100|HAL|Halliburton Co|||
Bill Cassidy (R-LA)|$4,000|GWW|WW Grainger Inc|||
David Perdue (R-GA)|$4,000|CEQP|Crestwood Midstream Partners LP|||
James M Inhofe (R-OK)|$3,900|XBI|SPDR S&P Biotech ETF|||
Ben Cardin (D-MD)|$3,900|DBC|PowerShares DB Commodity Tracking ETF|||
Rand Paul (R-KY)|$3,900|RYJUX|Rydex Inverse Gov Long Bond Strategy Inv|||
Gary Peters (D-MI)|$3,800|CCL|Carnival Corp|||
Shelley Moore Capito (R-WV)|$3,800|GDDY|GoDaddy Inc.|||
Patty Murray (D-WA)|$3,800|FL|Foot Locker, Inc.|||
Shelley Moore Capito (R-WV)|$3,800|MCO|Moody's Corporation|||
Kamala Harris (D-CA)|$3,700|IWF|iShares Russell 1000 Growth|||
Susan Collins (R-ME)|$3,700|ADP|Automatic Data Processing, Inc.|Technology|EDP Services|
John Thune (R-SD)|$3,600|ICPAX|Integrity Williston Basin/Md-N Amer|||
Tammy Duckworth (D-IL)|$3,600|ABNDX|American Funds Bond Fund of America|||
Sheldon Whitehouse (D-RI)|$3,500|PSA|Public Storage|||
Jack Reed (D-RI)|$3,500|CSCO|Cisco Systems, Inc.|Technology|Computer Communications Equipment|
Tom Carper (D-DE)|$3,500|EFA|Equity Investments MSCI EAFE|||
Bill Cassidy (R-LA)|$3,500|MDT|Medtronic Inc|||
Kamala Harris (D-CA)|$3,500|WEMIX|Wells Fargo Advantage Emerging Gr Instl|||
Susan Collins (R-ME)|$3,400|PFE|Pfizer Inc|||
Sheldon Whitehouse (D-RI)|$3,400|HAS|Hasbro, Inc.|||
Tom Carper (D-DE)|$3,400|TGT|Target Corp|||
Jack Reed (D-RI)|$3,300|AAPL|Apple Inc.|Technology|Computer Manufacturing|
Richard Blumenthal (D-CT)|$3,300|CVS|CVS Health|||
Tom Carper (D-DE)|$3,200|DHR|Danaher Corp|||
Jack Reed (D-RI)|$3,200|FEYE|FireEye Inc|||
Shelley Moore Capito (R-WV)|$3,200|AMT|American Tower Corporation (REIT)|Consumer Services|Real Estate Investment Trusts|
Shelley Moore Capito (R-WV)|$3,200|KYCCF|Keyence Corporation|||
Richard Burr (R-NC)|$3,200|AUY|Yamana Gold|||
Tom Carper (D-DE)|$3,100|ITW|Illinois Tool Works|||
Tom Carper (D-DE)|$3,100|LHX|Harris Corporation|||
Thad Cochran (R-MS)|$3,100|AMPY|Midstates Petroleum|||
Rand Paul (R-KY)|$3,000|RRPIX|ProFunds Rising Rates Opp Inv|||
Thad Cochran (R-MS)|$3,000|GE|GE Capital|||
Shelley Moore Capito (R-WV)|$3,000|NSRGY|Nestle|||
Pat Roberts (R-KS)|$2,900|COF|Capital One Financial|||
Kamala Harris (D-CA)|$2,900|HGOIX|HGOIX-Hartford Growth Opportunities I|||
Angus King (D-ME)|$2,900|PG|Procter & Gamble|||
Dianne Feinstein (D-CA)|$2,900|CVHL|CV Holdings|||
Susan Collins (R-ME)|$2,900|M|Macy's Inc|||
Shelley Moore Capito (R-WV)|$2,900|SLB|Schlumberger Ltd|||
David Perdue (R-GA)|$2,800|STT|State Street Bank & Trust Co|||
Shelley Moore Capito (R-WV)|$2,800|CSX|CSX Corp|||
Pat Toomey (R-PA)|$2,700|NTRP|Neurotrope, Inc.|||
Shelley Moore Capito (R-WV)|$2,700|EADSY|Airbus SE|||
John Hoeven (R-ND)|$2,700|NGG|National Grid Plc|||
Jack Reed (D-RI)|$2,700|IAI|iShares US Broker-Dealers &amp; Secs Exchs|||
Kamala Harris (D-CA)|$2,600|REEBX|American Funds Europacific Growth Fund|||
Shelley Moore Capito (R-WV)|$2,600|SAFRY|Safran SA|||
Dianne Feinstein (D-CA)|$2,600|GXXCX|Aberdeen US Equity Fund|||
Sheldon Whitehouse (D-RI)|$2,600|ABT|Abbott Laboratories|Health Care|Major Pharmaceuticals|
Kamala Harris (D-CA)|$2,600|ANOIX|ANOIX-American Century Small Cap Growth Inv (NASDA|||
John Hoeven (R-ND)|$2,500|VSAT|ViaSat Inc|||
Kamala Harris (D-CA)|$2,500|MEIIX|MEIIX - MFS Value I|||
Richard Burr (R-NC)|$2,400|MHK|Mohawk Industries|||
Shelley Moore Capito (R-WV)|$2,400|PDRDY|Pernod Ricard SA|||
Tom Carper (D-DE)|$2,400|FCX|Freeport-McMoRan|||
Kamala Harris (D-CA)|$2,400|EFA|Equity Investments MSCI EAFE|||
Kamala Harris (D-CA)|$2,400|VAW|Vanguard Materials ETF|||
Gary Peters (D-MI)|$2,400|SLB|Schlumberger Ltd|||
Kamala Harris (D-CA)|$2,400|ITM|VanEck Vectors AMT-Free Interm Muni ETF|||
Kamala Harris (D-CA)|$2,300|IWD|iShares Russell 1000 Value ETF|||
Shelley Moore Capito (R-WV)|$2,300|CCI|Crown Castle International|||
Tina Smith (D-MN)|$2,300|QTVLF|QT Vascular|||
Angus King (D-ME)|$2,300|SLB|Schlumberger Ltd|||
Richard Blumenthal (D-CT)|$2,300|RCNYX|Rockefeller Tax Exempt Income Fund|||
Jack Reed (D-RI)|$2,300|AMG|Affiliated Managers Group, Inc.|Finance|Investment Managers|
Tammy Duckworth (D-IL)|$2,200|RSEBX|Amerian Funds Smallcap World Fund|||
Tom Carper (D-DE)|$2,200|HRL|Hormel Foods|||
David Perdue (R-GA)|$2,200|AR|Antero Resources Corporation|Energy|Oil & Gas Production|
Shelley Moore Capito (R-WV)|$2,200|AAGIY|AIA Group Limited|||
David Perdue (R-GA)|$2,100|BWXT|BWX Technologies, Inc.|||
James M Inhofe (R-OK)|$2,100|FANG|FANG|||
Shelley Moore Capito (R-WV)|$2,100|LRLCY|L'Or\u00e9al S.A.|||
Patty Murray (D-WA)|$2,100|CCI|Crown Castle International|||
Bill Cassidy (R-LA)|$2,100|NBL|Noble Energy|||
Angus King (D-ME)|$2,100|NVS|Novartis AG|||
Thad Cochran (R-MS)|$2,000|IRDM|Iridium Communications|||
Gary Peters (D-MI)|$2,000|TEVA|Teva Pharmaceutical|||
Patty Murray (D-WA)|$2,000|MSFT|Microsoft Corp|||
Shelley Moore Capito (R-WV)|$2,000|ASML|ASML Holding N.V.|Technology|Industrial Machinery/Components|
Shelley Moore Capito (R-WV)|$2,000|ETN|Eaton Corp|||
Mike Crapo (R-ID)|$1,900|FDSAX|SunAmerica Focused Dividend Strategy|||
Sheldon Whitehouse (D-RI)|$1,900|F|Ford Motor Co|||
Dianne Feinstein (D-CA)|$1,800|SEIC|SEI Investments Fund|||
Patty Murray (D-WA)|$1,800|WMT|Wal-Mart Stores|||
Angus King (D-ME)|$1,700|AXP|American Express Company|Finance|Finance: Consumer Services|
Kamala Harris (D-CA)|$1,700|MTLIX|MTLIX-MFS Municipal Limited Maturity I|||
Tammy Duckworth (D-IL)|$1,600|GE|GE Capital|||
Tom Carper (D-DE)|$1,600|ADI|Analog Devices, Inc.|Technology|Semiconductors|
Bill Cassidy (R-LA)|$1,600|SBUX|Starbucks Corp|||
Shelley Moore Capito (R-WV)|$1,600|SSDOY|Shiseido Company, Limited|||
Rob Portman (R-OH)|$1,500|XLK|Technology Sector SPDR Trust|||
Angus King (D-ME)|$1,500|SRE|Sempra Energy|||
Shelley Moore Capito (R-WV)|$1,500|SFTBY|SoftBank Group Corp.|||
Pat Toomey (R-PA)|$1,500|XES|SPDR S&P Oil & Gas Equipment & Services|||
Roger Wicker (R-MS)|$1,500|CSX|CSX Corp|||
Kamala Harris (D-CA)|$1,400|UBVSX|UBVSX-Undiscovered Mgrs Behavioral Value Sel (NASD|||
Tom Carper (D-DE)|$1,400|NJR|New Jersey Resources|||
Shelley Moore Capito (R-WV)|$1,300|SO|Southern Co|||
Patty Murray (D-WA)|$1,300|TGT|Target Corp|||
John Boozman (R-AR)|$1,300|BDX|Becton, Dickinson and Company|||
Kamala Harris (D-CA)|$1,300|XLE|Energy Select Sector SPDR ETF|||
Cory Gardner (R-CO)|$1,300|GMZ|Goldman Sachs Opp Fund|||
Tina Smith (D-MN)|$1,300|ATRC|AtriCure, Inc.|Health Care|Medical/Dental Instruments|
Tom Carper (D-DE)|$1,300|NWN|Northwest Natural Gas Co|||
Bill Cassidy (R-LA)|$1,300|PPG|PPG Industries|||
John Thune (R-SD)|$1,200|MCLOX|Blackrock Global Allocation Fund|||
Thad Cochran (R-MS)|$1,200|XLNX|Xiling III|||
Shelley Moore Capito (R-WV)|$1,200|AVGO|Broadcom Inc.|Technology|Semiconductors|
Thad Cochran (R-MS)|$1,100|RXN|Rexnord Corp|||
Jerry Moran (R-KS)|$1,100|VZ|Verizon Communications|||
Pat Roberts (R-KS)|$1,100|HD|Home Depot|||
Tom Cotton (R-AR)|$1,100|GUNR|FlexShares Morningstar Global Upstream Natural Res|||
Mike Rounds (R-SD)|$1,100|PGODX|Growth Opportunity Fund|||
Thad Cochran (R-MS)|$1,100|EBAY|Ebay Inc|||
Patty Murray (D-WA)|$1,100|SNY|Sanofi|||
Mike Enzi (R-WY)|$1,100|FCGAX|Franklin Growth A|||
Patty Murray (D-WA)|$1,100|UN|Unilever N.V.|||
Sheldon Whitehouse (D-RI)|$1,100|FEYE|FireEye Inc|||
Susan Collins (R-ME)|$1,100|LANC|Lancaster Colony Corp|||
David Perdue (R-GA)|$1,000|WES|WDE Partners LP|||
Brian Schatz (D-HI)|$1,000|AGTHX|American Funds Growth Fund of America|||
James M Inhofe (R-OK)|$1,000|ISRG|Intuitive Surgical, Inc.|||
Bill Cassidy (R-LA)|$1,000|SO|Southern Co|||
Thad Cochran (R-MS)|$1,000|COV|Covidien PLC|||
Dianne Feinstein (D-CA)|$1,000|LPLA|LPL Financial Holdings|||
Angus King (D-ME)|$1,000|VTCLX|Vanguard Tax-Managed Growth & Inc Adm Fund|||
Kamala Harris (D-CA)|$1,000|HGOAX|Hartford Growth Opportunities I|||
Thad Cochran (R-MS)|$900|PNC|PNC Financial Services|||
Amy Klobuchar (D-MN)|$900|TRRSX|TIAA-CREF Real Estate Sec Retire|||
Susan Collins (R-ME)|$900|SNA|Snap-on Inc|||
Tom Carper (D-DE)|$900|HXL|Hexcel Corp|||
John Hoeven (R-ND)|$900|HRZN|Horizon Technology Finance Corp|||
Mike Rounds (R-SD)|$900|VIIIX|Vanguard Institutional Index|||
David Perdue (R-GA)|$800|OKE|Oneok Inc|||
James Lankford (R-OK)|$800|STSGX|American Beacon Stephens Sm Cp Gr Inv|||
Gary Peters (D-MI)|$800|RIG|Transocean Ltd|||
Mike Rounds (R-SD)|$800|ALL|Allstate Corporation (The)|Finance|Property-Casualty Insurers|
Cory Booker (D-NJ)|$800|VBIAX|Vanguard Balanced Index|||
Shelley Moore Capito (R-WV)|$800|ETV|Eaton Vance Corp|||
David Perdue (R-GA)|$800|CMCSA|Comcast Corporation|Consumer Services|Television Services|
Shelley Moore Capito (R-WV)|$800|CABGY|Carlsberg A/S|||
Patty Murray (D-WA)|$800|STT|State Street Bank & Trust Co|||
Patty Murray (D-WA)|$800|CMCSA|Comcast Corporation|Consumer Services|Television Services|
Steve Daines (R-MT)|$800|AWSHX|Washington Mutual Investors|||
Patty Murray (D-WA)|$800|ETR|Entergy Corporation|||
Sheldon Whitehouse (D-RI)|$800|MEIAX|MFS Value Fund|||
Patty Murray (D-WA)|$800|KO|Coca-Cola Co|||
Joni Ernst (R-IA)|$800|FRDTX|Franklin Rising Dividends Fund|||
John Boozman (R-AR)|$800|HST|Host Hotels & Resorts|||
James Lankford (R-OK)|$800|FKEMX|Fidelity Emerging Markets|||
Tom Carper (D-DE)|$700|BP|BP PLC|||
Mike Rounds (R-SD)|$700|VXF|Vanguard Extended Market Index Fund|||
Roger Wicker (R-MS)|$700|GDV|The Gabelli Dividend &amp; Income Trust|||
Shelley Moore Capito (R-WV)|$700|RDS-B|Royal Dutch Shell plc|||
Lisa Murkowski (R-AK)|$700|DDFRX|Invesco Diversified Dividend|||
Mazie K Hirono (D-HI)|$700|SVAIX|Federated Strategic Value Dividend Institutional|||
Chuck Grassley (R-IA)|$700|MMHYX|MFS Municipal High-Income A (NASDAQ)|||
Tom Carper (D-DE)|$700|HAL|Halliburton Co|||
Patty Murray (D-WA)|$700|AAPL|Apple Inc.|Technology|Computer Manufacturing|
John Boozman (R-AR)|$700|TDW|Tidewater Inc|||
Patty Murray (D-WA)|$700|BA|Boeing Co|||
Jack Reed (D-RI)|$700|HOLX|Hologic, Inc.|||
Thad Cochran (R-MS)|$700|GS|Goldman Sachs|||
Thad Cochran (R-MS)|$700|PDS|Precision Drilling Corp|||
Tom Carper (D-DE)|$700|PSX|Phillips 66|||
Tom Carper (D-DE)|$700|HMY|Harmony Gold MNG LTD|||
Pat Roberts (R-KS)|$700|TRN|Trinity Industries|||
Shelley Moore Capito (R-WV)|$700|TSM|Taiwan Semiconductor Manufacturing Company Limited|||
Thad Cochran (R-MS)|$700|CCLP|CSI Compressco LP|||
Thad Cochran (R-MS)|$600|NTAP|Netapp Inc|||
Thad Cochran (R-MS)|$600|HGH|Hartford Financial Services|||
Jerry Moran (R-KS)|$600|LM09.SG|Liberty Media Corp. Reg.Sh.C FO|||
Steve Daines (R-MT)|$600|ODMAX|Oppenheimer Developing Markets Fund|||
Sheldon Whitehouse (D-RI)|$600|NQCAX|Nuveen NWQ Large Cap Value Fund|||
Ben Cardin (D-MD)|$600|WHIAX|Ivy High Income A|||
Mark Warner (D-VA)|$600|DES|WisdomTree Small Cap Dividend Fund|||
Dan Sullivan (R-AK)|$600|NUVBX|Nuveen Intermediate Duration Municipal Bond Fund|||
Thad Cochran (R-MS)|$600|GILD|Gilead Sciences|||
Patty Murray (D-WA)|$600|DUK|Duke Energy|||
Steve Daines (R-MT)|$600|AFTEX|American Tax Exempt Bond Fund Of America Fund|||
Richard Burr (R-NC)|$600|TZA|Direxion Daily Small Cap Bear 3X ETF|||
Ben Sasse (R-NE)|$600|PIOBX|Pioneer Bond Fund|||
Lamar Alexander (R-TN)|$600|VWO|Vanguard Emerging Markets ETF|||
Bernie Sanders (D-VT)|$600|VCIFX|Valic International Govt Bond Fund|||
David Perdue (R-GA)|$600|SPEU|SPDR Euro STOXX 50 ETF|||
Brian Schatz (D-HI)|$600|AIBAX|American Funds Intermediate Bond Fund|||
Ben Cardin (D-MD)|$600|BSV|Vanguard Short Term Bond Fund|||
Sheldon Whitehouse (D-RI)|$600|KSDIX|Keeley Small Cap Value Fund|||
Lamar Alexander (R-TN)|$600|LSFAX|Loomis Sayles Sr Floating Rate & Fixed Income Fund|||
Mike Rounds (R-SD)|$600|MUTHX|Franklin MSF Mut Shrs Z|||
Joni Ernst (R-IA)|$600|FRRSX|Franklin Real Estate Securities Fund|||
Ben Cardin (D-MD)|$600|IYZ|iShares US Telecommunications ETF|||
Mazie K Hirono (D-HI)|$600|GHYYX|Pioneer Global High Yield Y|||
Mark Warner (D-VA)|$600|VVPSX|Vulcan Value Partners Small Cap Fund|||
Mark Warner (D-VA)|$600|VGK|Vanguard European Stock Index|||
Shelley Moore Capito (R-WV)|$600|NVO|Novo Nordisk A/S|||
Steve Daines (R-MT)|$600|SMLCX|Dws Managed Municipal Bond Fund|||
Kamala Harris (D-CA)|$600|MTLFX|MFS Municipal Limited Maturity I|||
Ben Cardin (D-MD)|$500|SHY|iShares 1-3 Year Treasury Bond ETF|||
Joni Ernst (R-IA)|$500|ICRPX|VY Clarion Real Estate Portfolio S|||
Patty Murray (D-WA)|$500|MDT|Medtronic Inc|||
Thad Cochran (R-MS)|$500|USAC|USA Compression Partners LP|||
Patty Murray (D-WA)|$500|PPL|PPL|||
Patty Murray (D-WA)|$500|HSY|The Hershey Company|||
Thad Cochran (R-MS)|$500|BSAC|Banco Santander|||
David Perdue (R-GA)|$500|BNS|Bank of Nova Scotia|||
Patty Murray (D-WA)|$500|CB|Chubb Corp|||
Thad Cochran (R-MS)|$500|MET|MetLife Inc|||
Thad Cochran (R-MS)|$500|TXT|Textron Inc|||
Patty Murray (D-WA)|$500|WRK|WestRock Company|||
Thad Cochran (R-MS)|$500|CVX|Chevron Corp|||
Ben Cardin (D-MD)|$500|BEGBX|American Century International Bond Inv|||
Thad Cochran (R-MS)|$500|LNC|Lincoln National Corp|||
Patty Murray (D-WA)|$500|ETN|Eaton Corp|||
Thad Cochran (R-MS)|$500|LKQ|LKQ Corp|||
Thad Cochran (R-MS)|$500|GM|General Motors|||
Sheldon Whitehouse (D-RI)|$500|WPC|WP Carey Inc|||
Patty Murray (D-WA)|$500|GSK|GlaxoSmithKline|||
Thad Cochran (R-MS)|$500|PNR|Pentair plc|||
John Thune (R-SD)|$500|MFADX|MainStay Marketfield I (NASDAQ)|||
Rob Portman (R-OH)|$400|COAGX|Caldwell & Orkin Market Opportunity|||
Thad Cochran (R-MS)|$400|MNK|Mallinckrodt plc|||
Shelley Moore Capito (R-WV)|$400|MRAAY|Murata Manufacturing Co., Ltd.|||
Tina Smith (D-MN)|$400|CVX|Chevron Corp|||
