Senator,Estimated Holdings,Symbol,Company,Sector,Industry,P,S
Sheldon Whitehouse (D-RI),7100,CPRI,Michael Kors Holdings Limited (NYSE),Basic Industries,Aluminum,D,RI
Mike Crapo (R-ID),7100,IMLPX,MainGate MLP I,Basic Industries,Aluminum,R,ID
Angus King (D-ME),7100,HST,Host Hotels & Resorts,Basic Industries,Aluminum,D,ME
John Boozman (R-AR),7100,GEM,Goldman Sachs ETF Tr Activebeta Eme,Basic Industries,Aluminum,R,AR
Sheldon Whitehouse (D-RI),7000,ANAVX,AllianzGI NFJ International Value Fund,Basic Industries,Aluminum,D,RI
David Perdue (R-GA),6900,EXEL,Exelis Inc,Basic Industries,Aluminum,R,GA
David Perdue (R-GA),6900,BP,BP PLC,Basic Industries,Aluminum,R,GA
Mike Crapo (R-ID),6900,NFFFX,American Funds New World F2,Basic Industries,Aluminum,R,ID
Pat Toomey (R-PA),6900,EEM,iShares Emerging Market,Basic Industries,Aluminum,R,PA
Jerry Moran (R-KS),6800,USB,U.S. Bancorp,Basic Industries,Aluminum,R,KS
Shelley Moore Capito (R-WV),6800,GILD,Gilead Sciences,Basic Industries,Aluminum,R,WV
Sheldon Whitehouse (D-RI),6800,M,Macy's Inc,Basic Industries,Aluminum,D,RI
Shelley Moore Capito (R-WV),6700,AXAHY,AXA SA,Basic Industries,Aluminum,R,WV
Rob Portman (R-OH),6600,TEFTX,TEFTX - Templeton Foreign C (NASDAQ),Basic Industries,Aluminum,R,OH
Pat Toomey (R-PA),6600,PCY,PowerShares Emerging Markets Sov Dbt ETF,Basic Industries,Aluminum,R,PA
Gary Peters (D-MI),6500,GE,GE Capital,Basic Industries,Aluminum,D,MI
Tom Carper (D-DE),6500,AA,Alcoa Corporation,Basic Industries,Aluminum,D,DE
Richard Burr (R-NC),6500,MCD,McDonald's Corp,Capital Goods,Metal Fabrications,R,NC
David Perdue (R-GA),6400,ACA,"Arcosa, Inc.",Capital Goods,Metal Fabrications,R,GA
Shelley Moore Capito (R-WV),6300,CMPGY,Compass Group PLC,Technology,Electronic Components,R,WV
Jerry Moran (R-KS),6300,AVT,"Avnet, Inc.",Technology,Electronic Components,R,KS
Gary Peters (D-MI),6200,JWN,Nordstrom Inc,Technology,Electronic Components,D,MI
Gary Peters (D-MI),6200,IVZ,Invesco Aim,Technology,Electronic Components,D,MI
Jerry Moran (R-KS),6200,WMB,Williams Companies,Technology,Electronic Components,R,KS
Mike Rounds (R-SD),6200,VGELX,Vanguard Energy Fund,Technology,Electronic Components,R,SD
Tom Carper (D-DE),6200,DRI,"Darden Restaurants, Inc.",Technology,Electronic Components,D,DE
Susan Collins (R-ME),6200,SLB,Schlumberger Ltd,Technology,Electronic Components,R,ME
David Perdue (R-GA),6100,PBA,Pembina Pipeline Corporation,Technology,Electronic Components,R,GA
Tom Carper (D-DE),5800,MDT,Medtronic Inc,Technology,Electronic Components,D,DE
Dick Durbin (D-IL),5700,PFE,Pfizer Inc,Technology,Electronic Components,D,IL
Shelley Moore Capito (R-WV),5600,BASFY,BASF SE,Technology,Electronic Components,R,WV
Catherine Cortez Masto (D-NV),5600,UUU,"Universal Security Instruments, Inc.",Technology,Electronic Components,D,NV
Shelley Moore Capito (R-WV),5600,BMY,Bristol-Myers Squibb,Consumer Non-Durables,Beverages (Production/Distribution),R,WV
Tom Carper (D-DE),5500,BKCC,BlackRock Capital Investment Corporation,Consumer Non-Durables,Beverages (Production/Distribution),D,DE
Shelley Moore Capito (R-WV),5500,STT,State Street Bank & Trust Co,Consumer Non-Durables,Beverages (Production/Distribution),R,WV
Jack Reed (D-RI),5500,NCR,NCR Corp,Consumer Non-Durables,Beverages (Production/Distribution),D,RI
Tom Carper (D-DE),5500,CMTL,Comtech Telecommunications,Consumer Non-Durables,Beverages (Production/Distribution),D,DE
Bill Cassidy (R-LA),5400,EMR,Emerson Electric,Consumer Non-Durables,Beverages (Production/Distribution),R,LA
Steve Daines (R-MT),5400,XLE,Energy Select Sector SPDR ETF,Consumer Non-Durables,Beverages (Production/Distribution),R,MT
Tom Carper (D-DE),5400,HPE,Hewlett-Packard,Consumer Non-Durables,Beverages (Production/Distribution),D,DE
Jerry Moran (R-KS),5200,PFE,Pfizer Inc,Consumer Non-Durables,Beverages (Production/Distribution),R,KS
Tom Carper (D-DE),5200,FPL,First Tr New Opportunity MLP &amp; Energy Fund,Consumer Non-Durables,Beverages (Production/Distribution),D,DE
Jack Reed (D-RI),5200,FDX,FedEx Corp,Consumer Non-Durables,Beverages (Production/Distribution),D,RI
Patty Murray (D-WA),5200,VGELX,Vanguard Energy Fund,Consumer Non-Durables,Beverages (Production/Distribution),D,WA
Angus King (D-ME),5100,HSGFX,Hussman Strategic Growth Fund,Consumer Non-Durables,Beverages (Production/Distribution),D,ME
Shelley Moore Capito (R-WV),5100,WAB,Westinghouse Air Brake Technologies Corporation,Consumer Non-Durables,Beverages (Production/Distribution),R,WV
Shelley Moore Capito (R-WV),5100,F,Ford Motor Co,Consumer Non-Durables,Beverages (Production/Distribution),R,WV
Sheldon Whitehouse (D-RI),5000,WBA,Walgreen Co,Consumer Non-Durables,Beverages (Production/Distribution),D,RI
Sheldon Whitehouse (D-RI),5000,DAL,"Delta Air Lines, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),D,RI
Shelley Moore Capito (R-WV),4900,DD,DowDuPont Inc,Consumer Non-Durables,Beverages (Production/Distribution),R,WV
Tom Carper (D-DE),4900,SO,Southern Co,Consumer Non-Durables,Beverages (Production/Distribution),D,DE
Tammy Duckworth (D-IL),4800,DELL,Dell Technologies,Consumer Non-Durables,Beverages (Production/Distribution),D,IL
Ben Cardin (D-MD),4800,XLE,Energy Select Sector SPDR ETF,Consumer Non-Durables,Beverages (Production/Distribution),D,MD
Tom Carper (D-DE),4700,WW,"Weight Watchers International, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),D,DE
Tom Carper (D-DE),4700,QLERX,AQR Long-Short Equity,Consumer Non-Durables,Beverages (Production/Distribution),D,DE
Jerry Moran (R-KS),4700,CTL,CenturyLink,Consumer Non-Durables,Beverages (Production/Distribution),R,KS
James M Inhofe (R-OK),4700,BUD,Anheuser-Busch Inbev SA,Consumer Non-Durables,Beverages (Production/Distribution),R,OK
John Boozman (R-AR),4600,DXC,Dxc Technology Co,Consumer Non-Durables,Beverages (Production/Distribution),R,AR
Tammy Duckworth (D-IL),4500,SMCWX,American Funds SMALLCAP World A,Consumer Non-Durables,Beverages (Production/Distribution),D,IL
Thad Cochran (R-MS),4500,RAD,Rite Aid Corp,Consumer Non-Durables,Beverages (Production/Distribution),R,MS
Shelley Moore Capito (R-WV),4500,V,Visa Inc,Consumer Non-Durables,Beverages (Production/Distribution),R,WV
Shelley Moore Capito (R-WV),4400,BUD,Anheuser-Busch Inbev SA,Consumer Non-Durables,Beverages (Production/Distribution),R,WV
Tom Carper (D-DE),4400,BAX,Baxter International,Energy,Oil & Gas Production,D,DE
Sheldon Whitehouse (D-RI),4300,CRSAX,Credit Suisse Commodity Ret Strat Fund,Energy,Oil & Gas Production,D,RI
Mark Warner (D-VA),4300,SYK,Concentric Medical Inc,Energy,Oil & Gas Production,D,VA
James M Inhofe (R-OK),4300,UL,Unilever,Energy,Oil & Gas Production,R,OK
Angus King (D-ME),4300,AMJ,JPMorgan Alerian MLP Index,Energy,Oil & Gas Production,D,ME
John Hoeven (R-ND),4300,BA,Boeing Co,Energy,Oil & Gas Production,R,ND
Tom Carper (D-DE),4200,UA,"Under Armour, Inc.",Energy,Oil & Gas Production,D,DE
Jerry Moran (R-KS),4200,RDS-B,Royal Dutch Shell plc,Energy,Oil & Gas Production,R,KS
Sheldon Whitehouse (D-RI),4200,MLPI,UBS ETRACS Alerian MLP Infras ETN,Energy,Oil & Gas Production,D,RI
Sheldon Whitehouse (D-RI),4200,TRIP,TripAdvisor Inc,Energy,Oil & Gas Production,D,RI
Richard Burr (R-NC),4200,GLIBA,GCI Liberty Inc,Energy,Oil & Gas Production,R,NC
Shelley Moore Capito (R-WV),4200,AZN,AstraZeneca PLC,Energy,Oil & Gas Production,R,WV
Tom Carper (D-DE),4100,BKR,Baker Hughes Inc,Energy,Oil & Gas Production,D,DE
Shelley Moore Capito (R-WV),4100,VTKLY,Vtech Holdings Limited,Energy,Oil & Gas Production,R,WV
Thad Cochran (R-MS),4100,CIT,CIT Group,Energy,Oil & Gas Production,R,MS
John Hoeven (R-ND),4100,NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas Production,R,ND
Dianne Feinstein (D-CA),4100,HAL,Halliburton Co,Technology,EDP Services,D,CA
Bill Cassidy (R-LA),4000,GWW,WW Grainger Inc,Technology,EDP Services,R,LA
David Perdue (R-GA),4000,CEQP,Crestwood Midstream Partners LP,Technology,EDP Services,R,GA
James M Inhofe (R-OK),3900,XBI,SPDR S&P Biotech ETF,Technology,EDP Services,R,OK
Ben Cardin (D-MD),3900,DBC,PowerShares DB Commodity Tracking ETF,Technology,EDP Services,D,MD
Rand Paul (R-KY),3900,RYJUX,Rydex Inverse Gov Long Bond Strategy Inv,Technology,EDP Services,R,KY
Gary Peters (D-MI),3800,CCL,Carnival Corp,Technology,EDP Services,D,MI
Shelley Moore Capito (R-WV),3800,GDDY,GoDaddy Inc.,Technology,EDP Services,R,WV
Patty Murray (D-WA),3800,FL,"Foot Locker, Inc.",Technology,EDP Services,D,WA
Shelley Moore Capito (R-WV),3800,MCO,Moody's Corporation,Technology,EDP Services,R,WV
Kamala Harris (D-CA),3700,IWF,iShares Russell 1000 Growth,Technology,EDP Services,D,CA
Susan Collins (R-ME),3700,ADP,"Automatic Data Processing, Inc.",Technology,EDP Services,R,ME
John Thune (R-SD),3600,ICPAX,Integrity Williston Basin/Md-N Amer,Technology,Computer Communications Equipment,R,SD
Tammy Duckworth (D-IL),3600,ABNDX,American Funds Bond Fund of America,Technology,Computer Communications Equipment,D,IL
Sheldon Whitehouse (D-RI),3500,PSA,Public Storage,Technology,Computer Communications Equipment,D,RI
Jack Reed (D-RI),3500,CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,D,RI
Tom Carper (D-DE),3500,EFA,Equity Investments MSCI EAFE,Technology,Computer Manufacturing,D,DE
Bill Cassidy (R-LA),3500,MDT,Medtronic Inc,Technology,Computer Manufacturing,R,LA
Kamala Harris (D-CA),3500,WEMIX,Wells Fargo Advantage Emerging Gr Instl,Technology,Computer Manufacturing,D,CA
Susan Collins (R-ME),3400,PFE,Pfizer Inc,Technology,Computer Manufacturing,R,ME
Sheldon Whitehouse (D-RI),3400,HAS,"Hasbro, Inc.",Technology,Computer Manufacturing,D,RI
Tom Carper (D-DE),3400,TGT,Target Corp,Technology,Computer Manufacturing,D,DE
Jack Reed (D-RI),3300,AAPL,Apple Inc.,Technology,Computer Manufacturing,D,RI
Richard Blumenthal (D-CT),3300,CVS,CVS Health,Consumer Services,Real Estate Investment Trusts,D,CT
Tom Carper (D-DE),3200,DHR,Danaher Corp,Consumer Services,Real Estate Investment Trusts,D,DE
Jack Reed (D-RI),3200,FEYE,FireEye Inc,Consumer Services,Real Estate Investment Trusts,D,RI
Shelley Moore Capito (R-WV),3200,AMT,American Tower Corporation (REIT),Consumer Services,Real Estate Investment Trusts,R,WV
Shelley Moore Capito (R-WV),3200,KYCCF,Keyence Corporation,Health Care,Major Pharmaceuticals,R,WV
Richard Burr (R-NC),3200,AUY,Yamana Gold,Health Care,Major Pharmaceuticals,R,NC
Tom Carper (D-DE),3100,ITW,Illinois Tool Works,Health Care,Major Pharmaceuticals,D,DE
Tom Carper (D-DE),3100,LHX,Harris Corporation,Health Care,Major Pharmaceuticals,D,DE
Thad Cochran (R-MS),3100,AMPY,Midstates Petroleum,Health Care,Major Pharmaceuticals,R,MS
Rand Paul (R-KY),3000,RRPIX,ProFunds Rising Rates Opp Inv,Health Care,Major Pharmaceuticals,R,KY
Thad Cochran (R-MS),3000,GE,GE Capital,Health Care,Major Pharmaceuticals,R,MS
Shelley Moore Capito (R-WV),3000,NSRGY,Nestle,Health Care,Major Pharmaceuticals,R,WV
Pat Roberts (R-KS),2900,COF,Capital One Financial,Health Care,Major Pharmaceuticals,R,KS
Kamala Harris (D-CA),2900,HGOIX,HGOIX-Hartford Growth Opportunities I,Health Care,Major Pharmaceuticals,D,CA
Angus King (D-ME),2900,PG,Procter & Gamble,Health Care,Major Pharmaceuticals,D,ME
Dianne Feinstein (D-CA),2900,CVHL,CV Holdings,Health Care,Major Pharmaceuticals,D,CA
Susan Collins (R-ME),2900,M,Macy's Inc,Health Care,Major Pharmaceuticals,R,ME
Shelley Moore Capito (R-WV),2900,SLB,Schlumberger Ltd,Health Care,Major Pharmaceuticals,R,WV
David Perdue (R-GA),2800,STT,State Street Bank & Trust Co,Health Care,Major Pharmaceuticals,R,GA
Shelley Moore Capito (R-WV),2800,CSX,CSX Corp,Health Care,Major Pharmaceuticals,R,WV
Pat Toomey (R-PA),2700,NTRP,"Neurotrope, Inc.",Health Care,Major Pharmaceuticals,R,PA
Shelley Moore Capito (R-WV),2700,EADSY,Airbus SE,Health Care,Major Pharmaceuticals,R,WV
John Hoeven (R-ND),2700,NGG,National Grid Plc,Health Care,Major Pharmaceuticals,R,ND
Jack Reed (D-RI),2700,IAI,iShares US Broker-Dealers &amp; Secs Exchs,Health Care,Major Pharmaceuticals,D,RI
Kamala Harris (D-CA),2600,REEBX,American Funds Europacific Growth Fund,Health Care,Major Pharmaceuticals,D,CA
Shelley Moore Capito (R-WV),2600,SAFRY,Safran SA,Health Care,Major Pharmaceuticals,R,WV
Dianne Feinstein (D-CA),2600,GXXCX,Aberdeen US Equity Fund,Health Care,Major Pharmaceuticals,D,CA
Sheldon Whitehouse (D-RI),2600,ABT,Abbott Laboratories,Health Care,Major Pharmaceuticals,D,RI
Kamala Harris (D-CA),2600,ANOIX,ANOIX-American Century Small Cap Growth Inv (NASDA,Finance,Investment Managers,D,CA
John Hoeven (R-ND),2500,VSAT,ViaSat Inc,Finance,Investment Managers,R,ND
Kamala Harris (D-CA),2500,MEIIX,MEIIX - MFS Value I,Finance,Investment Managers,D,CA
Richard Burr (R-NC),2400,MHK,Mohawk Industries,Finance,Investment Managers,R,NC
Shelley Moore Capito (R-WV),2400,PDRDY,Pernod Ricard SA,Finance,Investment Managers,R,WV
Tom Carper (D-DE),2400,FCX,Freeport-McMoRan,Finance,Investment Managers,D,DE
Kamala Harris (D-CA),2400,EFA,Equity Investments MSCI EAFE,Finance,Investment Managers,D,CA
Kamala Harris (D-CA),2400,VAW,Vanguard Materials ETF,Finance,Investment Managers,D,CA
Gary Peters (D-MI),2400,SLB,Schlumberger Ltd,Finance,Investment Managers,D,MI
Kamala Harris (D-CA),2400,ITM,VanEck Vectors AMT-Free Interm Muni ETF,Finance,Investment Managers,D,CA
Kamala Harris (D-CA),2300,IWD,iShares Russell 1000 Value ETF,Finance,Investment Managers,D,CA
Shelley Moore Capito (R-WV),2300,CCI,Crown Castle International,Finance,Investment Managers,R,WV
Tina Smith (D-MN),2300,QTVLF,QT Vascular,Finance,Investment Managers,D,MN
Angus King (D-ME),2300,SLB,Schlumberger Ltd,Finance,Investment Managers,D,ME
Richard Blumenthal (D-CT),2300,RCNYX,Rockefeller Tax Exempt Income Fund,Finance,Investment Managers,D,CT
Jack Reed (D-RI),2300,AMG,"Affiliated Managers Group, Inc.",Finance,Investment Managers,D,RI
Tammy Duckworth (D-IL),2200,RSEBX,Amerian Funds Smallcap World Fund,Energy,Oil & Gas Production,D,IL
Tom Carper (D-DE),2200,HRL,Hormel Foods,Energy,Oil & Gas Production,D,DE
David Perdue (R-GA),2200,AR,Antero Resources Corporation,Energy,Oil & Gas Production,R,GA
Shelley Moore Capito (R-WV),2200,AAGIY,AIA Group Limited,Technology,Industrial Machinery/Components,R,WV
David Perdue (R-GA),2100,BWXT,"BWX Technologies, Inc.",Technology,Industrial Machinery/Components,R,GA
James M Inhofe (R-OK),2100,FANG,FANG,Technology,Industrial Machinery/Components,R,OK
Shelley Moore Capito (R-WV),2100,LRLCY,L'Or\u00e9al S.A.,Technology,Industrial Machinery/Components,R,WV
Patty Murray (D-WA),2100,CCI,Crown Castle International,Technology,Industrial Machinery/Components,D,WA
Bill Cassidy (R-LA),2100,NBL,Noble Energy,Technology,Industrial Machinery/Components,R,LA
Angus King (D-ME),2100,NVS,Novartis AG,Technology,Industrial Machinery/Components,D,ME
Thad Cochran (R-MS),2000,IRDM,Iridium Communications,Technology,Industrial Machinery/Components,R,MS
Gary Peters (D-MI),2000,TEVA,Teva Pharmaceutical,Technology,Industrial Machinery/Components,D,MI
Patty Murray (D-WA),2000,MSFT,Microsoft Corp,Technology,Industrial Machinery/Components,D,WA
Shelley Moore Capito (R-WV),2000,ASML,ASML Holding N.V.,Technology,Industrial Machinery/Components,R,WV
Shelley Moore Capito (R-WV),2000,ETN,Eaton Corp,Finance,Finance: Consumer Services,R,WV
Mike Crapo (R-ID),1900,FDSAX,SunAmerica Focused Dividend Strategy,Finance,Finance: Consumer Services,R,ID
Sheldon Whitehouse (D-RI),1900,F,Ford Motor Co,Finance,Finance: Consumer Services,D,RI
Dianne Feinstein (D-CA),1800,SEIC,SEI Investments Fund,Finance,Finance: Consumer Services,D,CA
Patty Murray (D-WA),1800,WMT,Wal-Mart Stores,Finance,Finance: Consumer Services,D,WA
Angus King (D-ME),1700,AXP,American Express Company,Finance,Finance: Consumer Services,D,ME
Kamala Harris (D-CA),1700,MTLIX,MTLIX-MFS Municipal Limited Maturity I,Technology,Semiconductors,D,CA
Tammy Duckworth (D-IL),1600,GE,GE Capital,Technology,Semiconductors,D,IL
Tom Carper (D-DE),1600,ADI,"Analog Devices, Inc.",Technology,Semiconductors,D,DE
Bill Cassidy (R-LA),1600,SBUX,Starbucks Corp,Health Care,Medical/Dental Instruments,R,LA
Shelley Moore Capito (R-WV),1600,SSDOY,"Shiseido Company, Limited",Health Care,Medical/Dental Instruments,R,WV
Rob Portman (R-OH),1500,XLK,Technology Sector SPDR Trust,Health Care,Medical/Dental Instruments,R,OH
Angus King (D-ME),1500,SRE,Sempra Energy,Health Care,Medical/Dental Instruments,D,ME
Shelley Moore Capito (R-WV),1500,SFTBY,SoftBank Group Corp.,Health Care,Medical/Dental Instruments,R,WV
Pat Toomey (R-PA),1500,XES,SPDR S&P Oil & Gas Equipment & Services,Health Care,Medical/Dental Instruments,R,PA
Roger Wicker (R-MS),1500,CSX,CSX Corp,Health Care,Medical/Dental Instruments,R,MS
Kamala Harris (D-CA),1400,UBVSX,UBVSX-Undiscovered Mgrs Behavioral Value Sel (NASD,Health Care,Medical/Dental Instruments,D,CA
Tom Carper (D-DE),1400,NJR,New Jersey Resources,Health Care,Medical/Dental Instruments,D,DE
Shelley Moore Capito (R-WV),1300,SO,Southern Co,Health Care,Medical/Dental Instruments,R,WV
Patty Murray (D-WA),1300,TGT,Target Corp,Health Care,Medical/Dental Instruments,D,WA
John Boozman (R-AR),1300,BDX,"Becton, Dickinson and Company",Health Care,Medical/Dental Instruments,R,AR
Kamala Harris (D-CA),1300,XLE,Energy Select Sector SPDR ETF,Health Care,Medical/Dental Instruments,D,CA
Cory Gardner (R-CO),1300,GMZ,Goldman Sachs Opp Fund,Health Care,Medical/Dental Instruments,R,CO
Tina Smith (D-MN),1300,ATRC,"AtriCure, Inc.",Health Care,Medical/Dental Instruments,D,MN
Tom Carper (D-DE),1300,NWN,Northwest Natural Gas Co,Technology,Semiconductors,D,DE
Bill Cassidy (R-LA),1300,PPG,PPG Industries,Technology,Semiconductors,R,LA
John Thune (R-SD),1200,MCLOX,Blackrock Global Allocation Fund,Technology,Semiconductors,R,SD
Thad Cochran (R-MS),1200,XLNX,Xiling III,Technology,Semiconductors,R,MS
Shelley Moore Capito (R-WV),1200,AVGO,Broadcom Inc.,Technology,Semiconductors,R,WV
Thad Cochran (R-MS),1100,RXN,Rexnord Corp,Finance,Property-Casualty Insurers,R,MS
Jerry Moran (R-KS),1100,VZ,Verizon Communications,Finance,Property-Casualty Insurers,R,KS
Pat Roberts (R-KS),1100,HD,Home Depot,Finance,Property-Casualty Insurers,R,KS
Tom Cotton (R-AR),1100,GUNR,FlexShares Morningstar Global Upstream Natural Res,Finance,Property-Casualty Insurers,R,AR
Mike Rounds (R-SD),1100,PGODX,Growth Opportunity Fund,Finance,Property-Casualty Insurers,R,SD
Thad Cochran (R-MS),1100,EBAY,Ebay Inc,Finance,Property-Casualty Insurers,R,MS
Patty Murray (D-WA),1100,SNY,Sanofi,Finance,Property-Casualty Insurers,D,WA
Mike Enzi (R-WY),1100,FCGAX,Franklin Growth A,Finance,Property-Casualty Insurers,R,WY
Patty Murray (D-WA),1100,UN,Unilever N.V.,Finance,Property-Casualty Insurers,D,WA
Sheldon Whitehouse (D-RI),1100,FEYE,FireEye Inc,Finance,Property-Casualty Insurers,D,RI
Susan Collins (R-ME),1100,LANC,Lancaster Colony Corp,Finance,Property-Casualty Insurers,R,ME
David Perdue (R-GA),1000,WES,WDE Partners LP,Finance,Property-Casualty Insurers,R,GA
Brian Schatz (D-HI),1000,AGTHX,American Funds Growth Fund of America,Finance,Property-Casualty Insurers,D,HI
James M Inhofe (R-OK),1000,ISRG,"Intuitive Surgical, Inc.",Finance,Property-Casualty Insurers,R,OK
Bill Cassidy (R-LA),1000,SO,Southern Co,Finance,Property-Casualty Insurers,R,LA
Thad Cochran (R-MS),1000,COV,Covidien PLC,Finance,Property-Casualty Insurers,R,MS
Dianne Feinstein (D-CA),1000,LPLA,LPL Financial Holdings,Finance,Property-Casualty Insurers,D,CA
Angus King (D-ME),1000,VTCLX,Vanguard Tax-Managed Growth & Inc Adm Fund,Finance,Property-Casualty Insurers,D,ME
Kamala Harris (D-CA),1000,HGOAX,Hartford Growth Opportunities I,Finance,Property-Casualty Insurers,D,CA
Thad Cochran (R-MS),900,PNC,PNC Financial Services,Finance,Property-Casualty Insurers,R,MS
Amy Klobuchar (D-MN),900,TRRSX,TIAA-CREF Real Estate Sec Retire,Finance,Property-Casualty Insurers,D,MN
Susan Collins (R-ME),900,SNA,Snap-on Inc,Finance,Property-Casualty Insurers,R,ME
Tom Carper (D-DE),900,HXL,Hexcel Corp,Finance,Property-Casualty Insurers,D,DE
John Hoeven (R-ND),900,HRZN,Horizon Technology Finance Corp,Finance,Property-Casualty Insurers,R,ND
Mike Rounds (R-SD),900,VIIIX,Vanguard Institutional Index,Finance,Property-Casualty Insurers,R,SD
David Perdue (R-GA),800,OKE,Oneok Inc,Finance,Property-Casualty Insurers,R,GA
James Lankford (R-OK),800,STSGX,American Beacon Stephens Sm Cp Gr Inv,Finance,Property-Casualty Insurers,R,OK
Gary Peters (D-MI),800,RIG,Transocean Ltd,Finance,Property-Casualty Insurers,D,MI
Mike Rounds (R-SD),800,ALL,Allstate Corporation (The),Finance,Property-Casualty Insurers,R,SD
